"Data";"Hora (UTC)";"Temp. Ins. (C)";"Temp. Max. (C)";"Temp. Min. (C)";"Umi. Ins. (%)";"Umi. Max. (%)";"Umi. Min. (%)";"Pto Orvalho Ins. (C)";"Pto Orvalho Max. (C)";"Pto Orvalho Min. (C)";"Pressao Ins. (hPa)";"Pressao Max. (hPa)";"Pressao Min. (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Raj. Vento (m/s)";"Radiacao (KJ/m²)";"Chuva (mm)"
"20/05/2022";"0500";"18,9";"19,5";"17,8";"76,0";"79,0";"74,0";"14,5";"15,5";"13,8";"1012,7";"1013,1";"1012,6";"5,3";"287,0";"17,1";"";"0,2"
"20/05/2022";"0600";"18,5";"19,2";"17,8";"76,0";"79,0";"75,0";"14,2";"14,8";"14,0";"1012,8";"1012,9";"1012,5";"5,9";"284,0";"14,4";"";"1,4"
"20/05/2022";"0700";"18,7";"18,9";"17,1";"77,0";"81,0";"75,0";"14,7";"14,7";"13,6";"1012,9";"1013,1";"1012,7";"5,0";"287,0";"12,9";"";"1,0"
"20/05/2022";"0800";"18,4";"18,9";"17,6";"79,0";"80,0";"75,0";"14,7";"15,0";"13,6";"1013,2";"1013,2";"1012,9";"4,7";"287,0";"13,8";"";"0,2"
"20/05/2022";"0900";"18,2";"19,1";"18,1";"76,0";"79,0";"74,0";"13,8";"15,0";"13,5";"1013,9";"1013,9";"1013,1";"2,5";"299,0";"12,3";"";"0,2"
"20/05/2022";"1000";"18,2";"18,4";"17,3";"80,0";"83,0";"76,0";"14,6";"15,1";"13,7";"1014,5";"1014,6";"1013,9";"3,9";"286,0";"11,2";"60,90";"1,4"
"20/05/2022";"1100";"18,3";"18,9";"17,9";"77,0";"80,0";"74,0";"14,2";"14,8";"14,1";"1015,2";"1015,4";"1014,5";"3,4";"295,0";"14,5";"246,60";"0,2"
"20/05/2022";"1200";"19,8";"19,8";"18,3";"72,0";"78,0";"72,0";"14,6";"15,2";"14,0";"1016,1";"1016,1";"1015,2";"1,9";"298,0";"12,3";"789,00";"0,0"
"20/05/2022";"1300";"19,8";"20,2";"18,4";"73,0";"79,0";"70,0";"14,8";"15,4";"14,0";"1016,5";"1016,6";"1016,1";"2,4";"292,0";"10,1";"947,20";"0,0"
"20/05/2022";"1400";"18,8";"19,9";"18,3";"83,0";"83,0";"72,0";"15,9";"15,9";"14,4";"1016,3";"1016,5";"1016,2";"4,0";"271,0";"12,8";"819,50";"0,0"
"20/05/2022";"1500";"20,5";"20,5";"18,2";"78,0";"85,0";"77,0";"16,5";"16,7";"15,5";"1015,9";"1016,4";"1015,9";"5,3";"283,0";"12,9";"1479,20";"0,2"
"20/05/2022";"1600";"20,7";"21,4";"20,4";"72,0";"78,0";"69,0";"15,4";"16,4";"15,0";"1015,4";"1015,9";"1015,3";"4,6";"284,0";"11,8";"2202,10";"0,0"
"20/05/2022";"1700";"20,9";"21,2";"19,2";"73,0";"80,0";"72,0";"15,9";"16,4";"15,3";"1015,3";"1015,5";"1015,1";"4,7";"278,0";"16,2";"1216,40";"0,0"
"20/05/2022";"1800";"20,8";"21,2";"19,8";"73,0";"78,0";"71,0";"15,9";"16,3";"14,8";"1015,7";"1015,7";"1015,3";"4,7";"284,0";"11,5";"1135,00";"0,0"
"20/05/2022";"1900";"20,5";"20,8";"20,1";"75,0";"75,0";"73,0";"15,9";"16,2";"15,2";"1015,8";"1015,8";"1015,6";"4,3";"283,0";"10,6";"535,50";"0,0"
"20/05/2022";"2000";"19,9";"20,5";"19,9";"74,0";"75,0";"73,0";"15,1";"15,7";"15,1";"1016,3";"1016,3";"1015,8";"3,3";"288,0";"9,0";"145,00";"0,0"
"20/05/2022";"2100";"20,4";"20,6";"19,9";"73,0";"75,0";"71,0";"15,3";"15,5";"14,9";"1016,7";"1016,7";"1016,3";"4,1";"264,0";"9,5";"4,70";"0,0"
"20/05/2022";"2200";"20,2";"20,5";"20,2";"71,0";"74,0";"71,0";"14,8";"15,5";"14,8";"1017,1";"1017,2";"1016,7";"3,8";"265,0";"9,0";"";"0,0"
"20/05/2022";"2300";"20,0";"20,4";"20,0";"70,0";"72,0";"69,0";"14,5";"15,0";"14,4";"1017,7";"1017,7";"1017,1";"2,9";"276,0";"8,1";"";"0,0"
"21/05/2022";"0000";"19,1";"20,2";"19,1";"74,0";"74,0";"70,0";"14,4";"14,9";"14,2";"1018,1";"1018,1";"1017,7";"1,4";"315,0";"6,4";"";"0,0"
"21/05/2022";"0100";"18,5";"19,2";"18,5";"77,0";"77,0";"74,0";"14,3";"14,5";"14,3";"1018,1";"1018,2";"1018,1";"1,4";"317,0";"3,7";"";"0,0"
"21/05/2022";"0200";"18,4";"18,7";"18,3";"77,0";"77,0";"76,0";"14,3";"14,4";"14,2";"1018,2";"1018,2";"1018,0";"1,4";"319,0";"3,1";"";"0,0"
"21/05/2022";"0300";"18,5";"18,6";"18,4";"76,0";"77,0";"76,0";"14,2";"14,4";"14,1";"1018,1";"1018,2";"1018,1";"1,6";"321,0";"2,9";"";"0,0"
"21/05/2022";"0400";"18,3";"18,5";"18,1";"79,0";"79,0";"76,0";"14,6";"14,7";"14,2";"1017,9";"1018,1";"1017,9";"1,3";"308,0";"3,2";"";"0,0"
"21/05/2022";"0500";"18,4";"18,5";"18,2";"79,0";"80,0";"79,0";"14,7";"14,8";"14,6";"1017,7";"1017,9";"1017,7";"1,4";"333,0";"2,8";"";"0,0"
"21/05/2022";"0600";"18,1";"18,5";"18,1";"80,0";"80,0";"79,0";"14,6";"14,7";"14,6";"1017,4";"1017,7";"1017,4";"1,5";"326,0";"2,5";"";"0,0"
"21/05/2022";"0700";"18,1";"18,2";"17,9";"80,0";"81,0";"80,0";"14,7";"14,7";"14,5";"1017,7";"1017,7";"1017,4";"1,0";"359,0";"2,6";"";"0,0"
"21/05/2022";"0800";"18,0";"18,1";"17,8";"79,0";"81,0";"79,0";"14,3";"14,6";"14,3";"1017,9";"1017,9";"1017,7";"1,6";"16,0";"2,7";"";"0,0"
"21/05/2022";"0900";"18,0";"18,1";"17,7";"79,0";"80,0";"79,0";"14,3";"14,4";"14,1";"1018,6";"1018,6";"1017,9";"1,4";"14,0";"2,7";"";"0,0"
"21/05/2022";"1000";"18,5";"18,5";"17,8";"79,0";"80,0";"79,0";"14,8";"14,8";"14,2";"1019,3";"1019,3";"1018,6";"1,1";"4,0";"2,5";"70,50";"0,0"
"21/05/2022";"1100";"19,6";"19,6";"18,5";"73,0";"79,0";"72,0";"14,5";"15,0";"14,4";"1019,7";"1019,7";"1019,3";"2,2";"15,0";"3,5";"634,80";"0,0"
"21/05/2022";"1200";"20,8";"21,1";"19,6";"68,0";"73,0";"68,0";"14,7";"15,6";"14,4";"1020,3";"1020,3";"1019,7";"1,8";"11,0";"3,9";"1381,60";"0,0"
"21/05/2022";"1300";"22,5";"23,0";"20,8";"67,0";"69,0";"64,0";"16,2";"16,7";"15,1";"1020,3";"1020,6";"1020,3";"1,7";"89,0";"";"1995,20";"0,0"
"21/05/2022";"1400";"23,3";"23,4";"22,3";"66,0";"68,0";"64,0";"16,6";"16,8";"15,8";"1020,1";"1020,3";"1020,1";"2,1";"114,0";"3,7";"2408,70";"0,0"
"21/05/2022";"1500";"22,6";"23,3";"22,2";"65,0";"71,0";"65,0";"15,5";"17,2";"15,5";"1019,5";"1020,1";"1019,5";"2,4";"105,0";"4,3";"2408,40";"0,0"
"21/05/2022";"1600";"22,6";"23,9";"22,5";"64,0";"65,0";"62,0";"15,4";"16,7";"15,0";"1018,8";"1019,5";"1018,8";"2,1";"149,0";"4,2";"2540,60";"0,0"
"21/05/2022";"1700";"21,7";"22,8";"21,7";"66,0";"68,0";"64,0";"15,1";"15,9";"14,8";"1018,0";"1018,8";"1018,0";"1,8";"182,0";"3,3";"2248,20";"0,0"
"21/05/2022";"1800";"21,3";"22,0";"21,3";"68,0";"68,0";"65,0";"15,2";"15,4";"14,9";"1017,8";"1018,0";"1017,8";"3,2";"165,0";"4,5";"1732,00";"0,0"
"21/05/2022";"1900";"21,5";"21,5";"20,7";"72,0";"73,0";"68,0";"16,3";"16,3";"15,2";"1018,0";"1018,0";"1017,8";"2,7";"140,0";"5,1";"693,50";"0,0"
"21/05/2022";"2000";"20,1";"21,6";"20,1";"77,0";"77,0";"71,0";"15,9";"16,3";"15,5";"1018,6";"1018,6";"1018,0";"4,0";"149,0";"5,4";"93,00";"0,0"
"21/05/2022";"2100";"19,8";"20,2";"19,8";"81,0";"81,0";"77,0";"16,4";"16,5";"15,9";"1019,1";"1019,1";"1018,6";"4,0";"146,0";"6,3";"3,10";"0,0"
"21/05/2022";"2200";"19,8";"20,0";"19,5";"83,0";"83,0";"81,0";"16,8";"16,8";"16,4";"1019,4";"1019,4";"1019,1";"3,2";"128,0";"5,9";"";"0,0"
"21/05/2022";"2300";"19,8";"20,1";"19,7";"83,0";"83,0";"83,0";"16,9";"17,1";"16,8";"1019,4";"1019,5";"1019,2";"3,0";"118,0";"5,2";"";"0,0"
"22/05/2022";"0000";"20,2";"20,4";"19,8";"81,0";"84,0";"81,0";"16,8";"17,3";"16,8";"1019,9";"1019,9";"1019,4";"1,3";"83,0";"4,6";"";"0,0"
"22/05/2022";"0100";"19,8";"20,3";"19,8";"81,0";"81,0";"80,0";"16,4";"16,9";"16,4";"1019,8";"1019,9";"1019,6";"0,9";"75,0";"2,6";"";"0,0"
"22/05/2022";"0200";"19,7";"20,1";"19,6";"79,0";"81,0";"79,0";"16,0";"16,8";"15,9";"1019,5";"1019,9";"1019,4";"1,4";"11,0";"3,0";"";"0,0"
"22/05/2022";"0300";"19,6";"19,9";"19,5";"79,0";"80,0";"78,0";"15,8";"16,3";"15,8";"1019,3";"1019,5";"1019,3";"0,8";"103,0";"4,2";"";"0,0"
"22/05/2022";"0400";"19,4";"19,7";"19,4";"78,0";"79,0";"78,0";"15,4";"16,0";"15,4";"1018,6";"1019,3";"1018,6";"0,8";"29,0";"3,6";"";"0,0"
"22/05/2022";"0500";"19,4";"19,5";"19,3";"77,0";"78,0";"77,0";"15,3";"15,6";"15,3";"1018,5";"1018,6";"1018,5";"1,5";"73,0";"3,7";"";"0,0"
"22/05/2022";"0600";"19,2";"19,5";"19,1";"79,0";"79,0";"77,0";"15,5";"15,6";"15,3";"1018,3";"1018,5";"1018,3";"1,4";"67,0";"3,5";"";"0,0"
"22/05/2022";"0700";"18,9";"19,5";"18,9";"80,0";"81,0";"79,0";"15,4";"16,0";"15,4";"1018,2";"1018,3";"1018,1";"0,5";"131,0";"3,8";"";"0,0"
"22/05/2022";"0800";"18,8";"19,0";"18,7";"83,0";"83,0";"80,0";"15,9";"15,9";"15,3";"1018,3";"1018,3";"1018,1";"0,5";"46,0";"2,7";"";"0,0"
"22/05/2022";"0900";"18,2";"18,9";"18,2";"85,0";"86,0";"83,0";"15,7";"16,1";"15,7";"1018,9";"1018,9";"1018,3";"0,4";"11,0";"3,3";"";"0,0"
"22/05/2022";"1000";"18,4";"18,6";"18,0";"86,0";"87,0";"85,0";"16,1";"16,3";"15,6";"1019,6";"1019,6";"1018,9";"1,2";"65,0";"3,7";"69,40";"0,0"
"22/05/2022";"1100";"20,3";"20,5";"18,4";"78,0";"86,0";"78,0";"16,4";"17,0";"16,0";"1020,0";"1020,0";"1019,6";"1,6";"19,0";"4,3";"624,00";"0,0"
"22/05/2022";"1200";"20,8";"21,6";"20,2";"76,0";"79,0";"73,0";"16,5";"17,0";"15,9";"1020,2";"1020,2";"1019,9";"3,1";"102,0";"5,3";"1372,10";"0,0"
"22/05/2022";"1300";"22,2";"22,3";"20,8";"72,0";"78,0";"72,0";"17,0";"17,7";"16,6";"1020,2";"1020,4";"1020,2";"1,4";"71,0";"5,3";"1988,10";"0,0"
"22/05/2022";"1400";"23,0";"23,3";"22,2";"69,0";"74,0";"68,0";"16,9";"17,7";"16,4";"1019,3";"1020,2";"1019,3";"0,9";"178,0";"3,8";"2424,00";"0,0"
"22/05/2022";"1500";"23,2";"24,2";"22,8";"63,0";"70,0";"63,0";"15,7";"17,6";"15,6";"1018,3";"1019,3";"1018,3";"2,6";"99,0";"4,1";"2618,60";"0,0"
"22/05/2022";"1600";"24,5";"24,6";"23,1";"67,0";"69,0";"62,0";"18,1";"18,5";"15,5";"1017,4";"1018,3";"1017,4";"4,1";"127,0";"5,7";"2554,30";"0,0"
"22/05/2022";"1700";"24,3";"24,7";"23,6";"67,0";"68,0";"64,0";"17,7";"18,3";"16,9";"1016,9";"1017,4";"1016,9";"4,0";"121,0";"5,8";"2251,30";"0,0"
"22/05/2022";"1800";"23,9";"24,5";"23,9";"65,0";"67,0";"64,0";"17,0";"17,8";"16,8";"1016,6";"1016,9";"1016,6";"3,8";"123,0";"5,3";"1709,70";"0,0"
"22/05/2022";"1900";"22,2";"23,9";"22,2";"72,0";"72,0";"65,0";"16,8";"17,5";"16,6";"1016,6";"1016,7";"1016,6";"4,2";"123,0";"6,3";"612,10";"0,0"
"22/05/2022";"2000";"21,7";"22,2";"21,6";"76,0";"76,0";"72,0";"17,2";"17,3";"16,7";"1016,7";"1016,7";"1016,6";"6,3";"119,0";"8,5";"108,80";"0,0"
"22/05/2022";"2100";"21,7";"21,8";"21,5";"78,0";"78,0";"76,0";"17,7";"17,7";"17,1";"1017,1";"1017,1";"1016,7";"6,4";"114,0";"9,3";"4,70";"0,0"
"22/05/2022";"2200";"21,5";"21,8";"21,5";"76,0";"79,0";"76,0";"17,0";"17,9";"17,0";"1017,3";"1017,3";"1017,1";"2,3";"91,0";"9,3";"";"0,0"
"22/05/2022";"2300";"21,3";"21,6";"21,1";"72,0";"75,0";"72,0";"16,2";"16,9";"16,2";"1017,5";"1017,5";"1017,3";"2,4";"64,0";"4,9";"";"0,0"
"23/05/2022";"0000";"20,7";"21,4";"20,7";"74,0";"74,0";"72,0";"15,9";"16,3";"15,9";"1017,7";"1017,7";"1017,4";"1,2";"53,0";"4,1";"";"0,0"
"23/05/2022";"0100";"20,8";"20,9";"20,5";"76,0";"76,0";"73,0";"16,4";"16,4";"15,8";"1017,6";"1017,8";"1017,6";"2,6";"93,0";"6,3";"";"0,0"
"23/05/2022";"0200";"20,7";"20,8";"20,6";"75,0";"77,0";"75,0";"16,1";"16,5";"16,1";"1017,6";"1017,6";"1017,5";"2,5";"88,0";"6,0";"";"0,0"
"23/05/2022";"0300";"20,4";"20,7";"20,3";"74,0";"75,0";"74,0";"15,7";"16,1";"15,6";"1017,1";"1017,6";"1017,1";"1,8";"72,0";"5,0";"";"0,0"
"23/05/2022";"0400";"20,0";"20,5";"19,8";"75,0";"75,0";"74,0";"15,5";"15,9";"15,3";"1016,8";"1017,1";"1016,7";"0,8";"60,0";"4,0";"";"0,0"
"23/05/2022";"0500";"19,9";"20,2";"19,7";"76,0";"76,0";"75,0";"15,5";"15,7";"15,2";"1016,7";"1016,9";"1016,7";"1,5";"94,0";"4,1";"";"0,0"
"23/05/2022";"0600";"19,4";"19,9";"19,3";"77,0";"77,0";"75,0";"15,3";"15,5";"15,1";"1016,2";"1016,7";"1016,2";"1,3";"63,0";"5,1";"";"0,0"
"23/05/2022";"0700";"19,2";"19,5";"19,2";"78,0";"78,0";"77,0";"15,3";"15,4";"15,2";"1016,2";"1016,3";"1016,2";"1,5";"80,0";"4,3";"";"0,0"
"23/05/2022";"0800";"19,1";"19,3";"19,0";"80,0";"80,0";"78,0";"15,6";"15,6";"15,2";"1016,5";"1016,5";"1016,1";"1,6";"73,0";"4,8";"";"0,0"
"23/05/2022";"0900";"18,9";"19,1";"18,8";"82,0";"82,0";"80,0";"15,8";"15,9";"15,5";"1016,8";"1016,8";"1016,5";"2,2";"61,0";"5,2";"";"0,0"
"23/05/2022";"1000";"18,9";"19,1";"18,8";"84,0";"85,0";"82,0";"16,1";"16,4";"15,8";"1017,5";"1017,5";"1016,8";"2,3";"93,0";"5,6";"68,40";"0,0"
"23/05/2022";"1100";"20,2";"20,4";"18,9";"79,0";"85,0";"79,0";"16,6";"17,0";"16,2";"1018,0";"1018,0";"1017,5";"2,5";"96,0";"5,4";"599,60";"0,0"
"23/05/2022";"1200";"21,6";"21,8";"20,2";"72,0";"80,0";"72,0";"16,3";"17,1";"16,1";"1018,6";"1018,6";"1018,0";"2,2";"100,0";"5,3";"1335,70";"0,0"
"23/05/2022";"1300";"23,3";"23,3";"21,6";"66,0";"72,0";"65,0";"16,4";"16,8";"15,7";"1018,7";"1018,8";"1018,6";"1,4";"83,0";"4,3";"1975,90";"0,0"
"23/05/2022";"1400";"23,4";"23,6";"23,1";"68,0";"69,0";"65,0";"17,2";"17,4";"16,3";"1018,1";"1018,7";"1018,1";"2,8";"105,0";"4,2";"2412,60";"0,0"
"23/05/2022";"1500";"24,5";"25,7";"23,4";"65,0";"69,0";"62,0";"17,4";"18,5";"16,7";"1017,7";"1018,1";"1017,7";"2,8";"132,0";"4,2";"2614,90";"0,0"
"23/05/2022";"1600";"23,2";"24,5";"22,9";"65,0";"66,0";"64,0";"16,2";"17,3";"15,8";"1017,1";"1017,7";"1017,1";"1,4";"167,0";"4,2";"2528,10";"0,0"
"23/05/2022";"1700";"23,8";"24,0";"22,9";"66,0";"67,0";"65,0";"17,1";"17,4";"16,0";"1016,5";"1017,1";"1016,5";"1,3";"272,0";"2,3";"2201,40";"0,0"
"23/05/2022";"1800";"23,6";"24,4";"23,6";"64,0";"66,0";"64,0";"16,5";"17,6";"16,5";"1015,9";"1016,5";"1015,9";"0,8";"236,0";"2,8";"1672,80";"0,0"
"23/05/2022";"1900";"23,0";"24,0";"23,0";"73,0";"74,0";"64,0";"18,0";"18,3";"16,4";"1015,7";"1016,0";"1015,6";"5,6";"114,0";"7,5";"578,20";"0,0"
"23/05/2022";"2000";"22,5";"23,0";"22,5";"78,0";"78,0";"73,0";"18,6";"18,6";"18,0";"1016,0";"1016,0";"1015,7";"5,1";"107,0";"9,0";"108,70";"0,0"
"23/05/2022";"2100";"22,6";"22,8";"22,3";"76,0";"79,0";"76,0";"18,0";"18,7";"18,0";"1016,3";"1016,3";"1016,0";"1,6";"79,0";"7,9";"2,80";"0,0"
"23/05/2022";"2200";"22,4";"22,6";"22,3";"72,0";"76,0";"72,0";"17,1";"18,2";"17,0";"1016,7";"1016,7";"1016,3";"1,8";"76,0";"5,7";"";"0,0"
"23/05/2022";"2300";"22,0";"22,4";"21,7";"73,0";"74,0";"72,0";"16,8";"17,1";"16,8";"1017,3";"1017,3";"1016,7";"0,9";"53,0";"4,2";"";"0,0"
"24/05/2022";"0000";"21,7";"22,0";"21,5";"72,0";"74,0";"72,0";"16,3";"16,8";"16,3";"1017,4";"1017,4";"1017,3";"2,0";"22,0";"4,8";"";"0,0"
"24/05/2022";"0100";"21,2";"21,7";"21,1";"74,0";"74,0";"72,0";"16,3";"16,5";"16,1";"1017,4";"1017,4";"1017,3";"1,2";"51,0";"4,4";"";"0,0"
"24/05/2022";"0200";"21,0";"21,3";"20,8";"75,0";"75,0";"73,0";"16,3";"16,4";"16,0";"1017,2";"1017,5";"1017,2";"1,9";"73,0";"6,2";"";"0,0"
"24/05/2022";"0300";"20,6";"21,0";"20,6";"77,0";"77,0";"75,0";"16,4";"16,4";"16,2";"1017,0";"1017,2";"1017,0";"2,2";"73,0";"5,8";"";"0,0"
"24/05/2022";"0400";"20,2";"20,7";"20,2";"79,0";"79,0";"77,0";"16,5";"16,7";"16,4";"1016,7";"1017,0";"1016,6";"2,7";"75,0";"5,4";"";"0,0"
"24/05/2022";"0500";"20,1";"20,3";"20,0";"78,0";"79,0";"78,0";"16,1";"16,5";"16,1";"1016,2";"1016,7";"1016,2";"1,7";"59,0";"5,8";"";"0,0"
"24/05/2022";"0600";"20,4";"20,5";"20,1";"73,0";"78,0";"73,0";"15,4";"16,2";"15,4";"1016,1";"1016,2";"1016,0";"2,9";"59,0";"6,3";"";"0,0"
"24/05/2022";"0700";"20,1";"20,5";"20,1";"71,0";"74,0";"71,0";"14,7";"15,4";"14,7";"1015,9";"1016,2";"1015,9";"2,2";"58,0";"5,8";"";"0,0"
"24/05/2022";"0800";"19,8";"20,1";"19,8";"70,0";"74,0";"70,0";"14,2";"15,1";"14,2";"1016,1";"1016,1";"1015,9";"2,9";"6,0";"7,2";"";"0,0"
"24/05/2022";"0900";"19,8";"19,9";"19,3";"71,0";"73,0";"70,0";"14,4";"14,6";"14,1";"1016,7";"1016,7";"1016,1";"3,5";"3,0";"7,5";"";"0,0"
"24/05/2022";"1000";"20,1";"20,2";"19,4";"70,0";"71,0";"67,0";"14,6";"14,6";"13,8";"1017,5";"1017,5";"1016,7";"1,5";"113,0";"7,2";"63,50";"0,0"
"24/05/2022";"1100";"22,1";"22,1";"20,1";"61,0";"72,0";"61,0";"14,3";"15,4";"14,1";"1017,9";"1017,9";"1017,5";"2,3";"88,0";"6,4";"602,80";"0,0"
"24/05/2022";"1200";"23,3";"23,3";"22,1";"61,0";"62,0";"57,0";"15,4";"15,4";"14,0";"1018,8";"1018,8";"1017,9";"2,3";"92,0";"5,9";"1334,70";"0,0"
"24/05/2022";"1300";"23,7";"23,8";"22,6";"58,0";"62,0";"56,0";"14,8";"15,6";"14,3";"1019,2";"1019,2";"1018,8";"1,9";"78,0";"5,4";"1949,70";"0,0"
"24/05/2022";"1400";"24,5";"25,1";"23,5";"59,0";"59,0";"54,0";"16,0";"16,4";"14,4";"1019,0";"1019,2";"1018,9";"2,0";"142,0";"4,6";"2363,50";"0,0"
"24/05/2022";"1500";"24,8";"25,4";"23,9";"60,0";"64,0";"56,0";"16,5";"17,4";"15,0";"1018,6";"1019,1";"1018,6";"1,1";"225,0";"3,8";"2529,40";"0,0"
"24/05/2022";"1600";"23,8";"25,4";"23,6";"65,0";"65,0";"57,0";"16,8";"17,6";"15,4";"1017,9";"1018,6";"1017,9";"3,2";"158,0";"5,0";"2488,70";"0,0"
"24/05/2022";"1700";"24,9";"25,3";"23,6";"68,0";"68,0";"63,0";"18,5";"18,7";"16,6";"1017,4";"1017,9";"1017,4";"1,3";"144,0";"4,2";"2172,30";"0,0"
"24/05/2022";"1800";"25,5";"25,5";"23,8";"67,0";"69,0";"67,0";"18,9";"19,0";"17,4";"1017,0";"1017,4";"1017,0";"0,4";"75,0";"2,6";"1655,10";"0,0"
"24/05/2022";"1900";"24,0";"25,7";"23,8";"72,0";"72,0";"66,0";"18,6";"19,8";"17,6";"1017,3";"1017,3";"1017,0";"1,0";"148,0";"3,5";"548,30";"0,0"
"24/05/2022";"2000";"23,0";"24,3";"23,0";"80,0";"80,0";"72,0";"19,3";"19,4";"18,4";"1017,4";"1017,4";"1017,2";"5,5";"114,0";"9,0";"108,80";"0,0"
"24/05/2022";"2100";"23,3";"23,4";"22,8";"77,0";"82,0";"77,0";"19,0";"19,6";"19,0";"1018,0";"1018,0";"1017,4";"0,7";"77,0";"8,2";"4,10";"0,0"
"24/05/2022";"2200";"23,1";"23,6";"22,9";"70,0";"78,0";"70,0";"17,3";"19,3";"17,3";"1018,6";"1018,6";"1018,0";"1,4";"73,0";"4,4";"";"0,0"
"24/05/2022";"2300";"22,5";"23,1";"22,2";"73,0";"74,0";"70,0";"17,4";"17,6";"17,2";"1019,2";"1019,2";"1018,6";"3,2";"99,0";"6,6";"";"0,0"
"25/05/2022";"0000";"22,3";"22,5";"22,1";"73,0";"74,0";"72,0";"17,1";"17,5";"17,0";"1019,4";"1019,5";"1019,2";"2,0";"82,0";"6,2";"";"0,0"
"25/05/2022";"0100";"22,3";"22,6";"22,1";"69,0";"73,0";"68,0";"16,4";"17,1";"16,4";"1019,4";"1019,5";"1019,3";"2,4";"96,0";"6,0";"";"0,0"
"25/05/2022";"0200";"22,4";"22,5";"22,1";"67,0";"71,0";"67,0";"16,0";"16,7";"16,0";"1019,5";"1019,6";"1019,4";"1,7";"80,0";"6,0";"";"0,0"
"25/05/2022";"0300";"21,9";"22,6";"21,8";"71,0";"71,0";"66,0";"16,4";"16,4";"15,6";"1019,6";"1019,6";"1019,4";"1,0";"94,0";"5,0";"";"0,0"
"25/05/2022";"0400";"21,9";"22,2";"21,6";"65,0";"72,0";"64,0";"15,1";"16,5";"15,0";"1019,5";"1019,7";"1019,5";"3,0";"73,0";"7,2";"";"0,0"
"25/05/2022";"0500";"21,4";"22,0";"21,4";"67,0";"67,0";"65,0";"15,0";"15,2";"14,9";"1019,4";"1019,5";"1019,4";"1,2";"44,0";"7,6";"";"0,0"
"25/05/2022";"0600";"21,6";"21,7";"21,2";"68,0";"70,0";"67,0";"15,3";"15,8";"15,0";"1019,2";"1019,4";"1019,2";"2,4";"62,0";"7,0";"";"0,0"
"25/05/2022";"0700";"21,3";"21,6";"21,3";"71,0";"71,0";"68,0";"15,7";"15,7";"15,3";"1019,0";"1019,2";"1018,9";"2,9";"63,0";"7,0";"";"0,0"
"25/05/2022";"0800";"21,1";"21,4";"21,0";"73,0";"73,0";"71,0";"16,0";"16,1";"15,8";"1019,1";"1019,1";"1018,8";"1,8";"88,0";"8,9";"";"0,0"
"25/05/2022";"0900";"20,6";"21,2";"20,6";"73,0";"74,0";"72,0";"15,6";"16,0";"15,6";"1019,8";"1019,8";"1019,1";"0,9";"70,0";"7,1";"";"0,0"
"25/05/2022";"1000";"21,0";"21,0";"20,4";"73,0";"74,0";"73,0";"15,9";"15,9";"15,6";"1020,3";"1020,3";"1019,8";"1,3";"82,0";"5,4";"62,90";"0,0"
"25/05/2022";"1100";"21,9";"21,9";"21,0";"70,0";"73,0";"70,0";"16,2";"16,4";"15,8";"1020,6";"1020,6";"1020,3";"2,1";"78,0";"5,3";"604,20";"0,0"
"25/05/2022";"1200";"23,3";"23,3";"21,9";"66,0";"70,0";"65,0";"16,6";"16,7";"16,0";"1021,0";"1021,0";"1020,6";"2,0";"78,0";"5,5";"1337,50";"0,0"
"25/05/2022";"1300";"24,0";"24,3";"23,2";"61,0";"66,0";"61,0";"16,0";"17,0";"16,0";"1021,2";"1021,2";"1021,0";"2,0";"85,0";"5,4";"1953,60";"0,0"
"25/05/2022";"1400";"25,1";"26,0";"23,9";"57,0";"62,0";"57,0";"15,9";"17,1";"15,8";"1020,7";"1021,2";"1020,7";"1,7";"104,0";"5,8";"2371,60";"0,0"
"25/05/2022";"1500";"26,1";"27,6";"24,9";"62,0";"64,0";"57,0";"18,3";"19,5";"16,2";"1020,1";"1020,7";"1020,1";"2,0";"131,0";"3,2";"2559,50";"0,0"
"25/05/2022";"1600";"25,2";"26,4";"24,6";"67,0";"67,0";"62,0";"18,6";"18,9";"17,5";"1019,1";"1020,1";"1019,1";"2,0";"154,0";"4,8";"2271,70";"0,0"
"25/05/2022";"1700";"25,2";"25,8";"24,0";"67,0";"70,0";"65,0";"18,7";"19,4";"17,6";"1018,3";"1019,1";"1018,3";"1,3";"111,0";"3,2";"1710,40";"0,0"
"25/05/2022";"1800";"24,6";"25,7";"24,3";"70,0";"70,0";"66,0";"18,8";"19,6";"17,8";"1017,8";"1018,3";"1017,8";"4,0";"124,0";"5,8";"1067,50";"0,0"
"25/05/2022";"1900";"23,9";"24,7";"23,7";"71,0";"71,0";"69,0";"18,2";"18,9";"17,7";"1017,7";"1017,8";"1017,7";"4,4";"124,0";"6,5";"416,10";"0,0"
"25/05/2022";"2000";"23,1";"23,9";"23,0";"75,0";"75,0";"69,0";"18,4";"18,4";"17,4";"1017,9";"1017,9";"1017,7";"2,9";"106,0";"6,1";"99,60";"0,0"
"25/05/2022";"2100";"23,3";"23,7";"23,1";"70,0";"75,0";"68,0";"17,5";"18,5";"17,2";"1018,1";"1018,1";"1017,9";"1,1";"99,0";"4,6";"2,80";"0,0"
